SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-1.2785607575965219,0.19429305154253051,-0.9746369812886977,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.5560047039364014,-0.6502778092878548,-0.0946706723526237,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1.1267584030799775,1.7238308309991344,2.104351699583663,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0
0,1.5344396167539605,0.7213185690292084,1.6193566062476088,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,-0.3408939661463611,0.8576469363286012,0.0012430302683697693,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0.35216409709940993,1.3879975359445325,0.8835476217430417,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
0,0.8006134321407912,-1.466585472019586,-0.5544740802256659,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1.5344396167539605,1.0056130910803815,1.9073183068029098,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1,1.4936714953865622,1.5226633621792987,2.3516802262135106,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
0,-0.1370533593093696,0.5683647910835478,0.380287453482843,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.2377926362291236,0.17268001770238314,-0.9422980925944988,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.5039664516159542,-1.524774409281522,-0.8524065704738575,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,-0.46319833024855595,0.2973705975493889,-0.31810901040415146,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.9524157866573355,0.17600509983163645,-0.7567796383528809,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.2185896020441662,1.0056130910803815,0.08065639950378292,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-1.2785607575965219,0.6913928298659269,-0.9680412597883118,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0,-1.2785607575965219,-0.6552654324817352,-0.9859092678662797,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.615975859488757,0.6880677477366736,1.7416973134086091,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-0.5447345729833526,-1.4981737522474938,-0.8352665182805475,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0.06678724752762188,1.1668795743491753,0.46916424921880967,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
1,-0.8301114225551406,0.28407026903237476,-0.6404611116922327,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0.22985973299721507,-1.4782232594719733,-0.675182401463494,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,-0.9116476652899372,0.8227335739714398,-0.6249975639605592,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.6262708157181491,1.125316047733507,-0.25358564790037824,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
0,0.5560047039364014,-1.4815483416012265,-0.63271830819178,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0.8413815535081896,0.420398636331768,0.827759729855164,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,0.39293221846680826,-0.818194456815156,-0.28839517474856774,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1.330599009916969,-1.2886935781045243,-0.27568903567090164,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1.4121352526517656,0.7113433226414481,1.5900839559766664,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1.0044540389777827,-1.48487342373048,-0.5259073265701492,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,-0.9524157866573355,-1.504823916506001,-0.9394524468635632,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,1.3713671312843674,-1.4898610469243603,-0.44587629779623844,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,-1.1154882721269286,0.10617837511731341,-0.8512374292045585,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0.7598453107733929,1.098715390699479,1.161891480913165,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.1154882721269286,-1.4765607184073464,-0.9648647250188954,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,-0.09628523794197129,1.221743429481858,0.2814398680539858,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,0.06678724752762188,-0.4840237028251805,-0.20490084070522363,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1.2490627671821724,-1.3335821868494464,-0.31113828132682075,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,0.6783090680385964,-1.5064864575706276,-0.5993205745744423,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,-1.2785607575965219,0.8243961150360664,-0.9662765182497471,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.1970245148617253,0.15937968918536902,-0.9174593554392002,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1.208294645814774,1.2965577773900616,1.810456055604938,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
1,-0.3408939661463611,1.2134307241587243,0.07077384688782036,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.1370533593093696,0.1859803462193968,-0.696072529426254,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,-0.09628523794197129,0.6498293032502583,0.07009000954162643,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,1.330599009916969,-0.16481581841684595,0.6743375123461922,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
0,-0.4224302088811577,-1.4599353077610788,-0.8069644758558155,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-1.033952029392132,0.1710174766377565,-0.7863831776623044,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.8301114225551406,0.6564794675087654,-0.6012617902668634,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.09628523794197129,-0.4939989492129411,-0.3696174040610097,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2785607575965219,-1.4765607184073464,-0.9968065468669172,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.2185896020441662,-1.4798858005365998,-0.76833869543048,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,-1.1970245148617253,-1.4599353077610788,-0.9740193217502,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.8708795439225389,-0.6685657609987491,-0.797434871547566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-1.2785607575965219,-1.5064864575706276,-0.9972036137130943,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,-1.2785607575965219,0.19429305154253051,-0.9746369812886977,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.0044540389777827,0.014738616562842524,0.6212408513046258,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,-1.0747201507595303,0.6514918443148849,-0.7962657302782669,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.1370533593093696,-0.6270022343830806,-0.4179492629484514,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.6262708157181491,-1.48487342373048,-0.8824733544371542,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,-0.5447345729833526,0.8177459507775593,-0.26157110336238376,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
0,-1.1970245148617253,0.6647921728318991,-0.8889367203221477,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1.0044540389777827,-0.7866061765872479,-0.009477774578411086,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
0,-0.9524157866573355,-1.3352447279140731,-0.9219153278240761,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.748575179820344,0.5716898732128015,-0.48441384114464586,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,-0.3408939661463611,-0.3028067267808656,-0.38788247898515477,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.5560047039364014,1.208443100964844,1.0564922925223859,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,1.4121352526517656,0.02637640401522954,0.9184674449373916,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8006134321407912,1.1818424439308162,1.307990021037093,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
0,-0.2593577234115645,0.33893412416505747,-0.19623154789702432,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.9931839080247338,0.3788351097160994,-0.7208671480430885,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0
0,-0.09628523794197129,1.4212483572370673,0.4247589402546744,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,-0.5039664516159542,-0.32441976062101324,-0.49156104437583303,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
0,-0.5039664516159542,-1.4765607184073464,-0.8323326354726837,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1.615975859488757,1.035538830243663,2.0622846731581257,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,-0.5039664516159542,0.5550644625665341,-0.2682991804781618,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,1.615975859488757,1.0804274389885848,2.1412347977396657,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
1,0.39293221846680826,0.31233346713102966,0.41897941171587494,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,-1.2785607575965219,-1.316956776203179,-0.9946888570206394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1.615975859488757,0.8659596416517349,1.816742947336075,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,0.8821496748755878,-1.3535326796249674,-0.4627295794895316,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,0.39293221846680826,-0.035137615375959774,0.21336496320385098,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1,1.4936714953865622,0.749581767127863,1.6658354865195577,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0,-0.9524157866573355,-0.5372250168932363,-0.8194720815103932,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,-1.2785607575965219,-0.48568624388980736,-0.9836592224046098,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1.045222160345181,-0.6569279735463619,0.18071724474040338,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
0,1.5752077381213587,0.013076075498215876,1.0597350050994987,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1.615975859488757,0.011413534433588755,1.0917430047552168,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-0.46319833024855595,-1.4765607184073464,-0.8192956073565366,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,-1.2785607575965219,-1.5064864575706276,-0.9972036137130943,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.1154882721269286,1.0554893230191837,-0.78847880823935,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1.2898308885495708,1.6157656617983962,2.180787067472748,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0
0,-0.2593577234115645,-0.8248446210736629,-0.554121131917953,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,0.6783090680385964,0.5517393804372803,0.7858250590450195,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,-0.38166208751375935,0.7329563564815955,-0.14953207493275503,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,-1.156256393494327,-1.4865359647951069,-0.9690339269037546,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0.5152365825690032,1.1618919511552954,1.0388228178675067,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
0,-0.5855026943507509,-0.5056367366653284,-0.6182694868447811,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.156256393494327,-1.4898610469243603,-0.969210401057611,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,0.5967728253037997,-0.1947415575801273,0.23529187682051797,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
0,-1.033952029392132,-0.9794609400839502,-0.8889587795913797,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0.18909161162981677,0.1859803462193968,0.6610137137300286,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
0,0.35216409709940993,0.8127583275836794,0.602666946611232,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0.7598453107733929,0.8509967720700942,1.0300873472516112,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
0,1.045222160345181,1.0155883374681418,1.5608995427826517,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
1,1.5344396167539605,0.8676221827163616,1.8487288877225607,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.8708795439225389,0.3705224043929657,-0.6235416521912432,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.22985973299721507,-1.4748981773427197,-0.6777633359636448,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.7893433011877423,0.6548169264441387,-0.5387458212632077,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,1.0859902817125793,0.24416928348133282,0.8449218413177063,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,-0.30012584477896276,-1.5164617039583883,-0.7950745297397357,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1,1.5752077381213587,0.9058606272027768,1.8995093254947604,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0,0.18909161162981677,-1.4931861290536137,-0.6597850315395165,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.8301114225551406,1.6024653332813825,-0.3948532080624855,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0.39293221846680826,-1.0376498773458862,-0.36813943302246177,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1.5344396167539605,0.014738616562842524,0.9985867107882305,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,-1.1154882721269286,0.028038945079856187,-0.8558257572048267,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,-1.2785607575965219,-1.4715730952134662,-0.9967403690592209,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.2593577234115645,0.6315413515393642,-0.09226621200632934,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0.18909161162981677,1.0571518640838105,0.5737913631864665,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.10755536889502018,1.0222385017266489,0.5022752123361304,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.8413815535081896,-0.5338999347639828,0.09506110231231742,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,-0.8301114225551406,-1.5098115396998812,-0.9090106553233215,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0.7190771894059946,1.1934802313832036,1.2838571804972203,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
0,1.615975859488757,1.3464340093288638,2.3515258113288864,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
0,1.2898308885495708,-1.4815483416012265,-0.4420600442190922,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,1.045222160345181,0.9341238253014313,1.334725855346349,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2785607575965219,0.48523773785221064,-0.9707766091730873,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0.35216409709940993,1.1652170332845488,0.8733562393578306,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.5447345729833526,-1.4815483416012265,-0.8371636154345046,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1.4121352526517656,-0.377621074689069,0.5732839999941292,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,-1.2785607575965219,0.9573994002062058,-0.9645117767111824,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2785607575965219,0.3372715831004308,-0.9727398841347404,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.5560047039364014,1.1652170332845488,0.9315706508612347,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0.7190771894059946,0.6448416800563783,0.8314877463553819,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0
0,1.4936714953865622,1.383009912750652,2.197993297473754,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0
0,-0.055517116574573,0.4553119986889295,0.06856791996461443,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,1.3713671312843674,1.26663203822678,2.072255462851017,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
0,1.2490627671821724,0.3588846169405782,1.0712499436386338,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0.5560047039364014,-1.4815483416012265,-0.6010191383053108,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,-0.8301114225551406,1.1086906370872394,-0.5380399246477817,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,-1.156256393494327,-0.4607481279204062,-0.9062532466693142,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.2785607575965219,-1.5081489986352545,-0.9972256729823262,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,0.14832349026241848,0.7013680762536872,0.31933769259466355,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
0,0.27062785436461334,1.1702046564784292,0.656337148652832,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,-1.2785607575965219,-1.3535326796249674,-0.9951741609437447,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.9931839080247338,0.21258100325342508,-0.7571105273913618,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,-0.5039664516159542,-0.10496434009028305,-0.48767861299099063,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,-0.2593577234115645,0.8659596416517349,0.03620697200118361,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.2593577234115645,0.35722207587595156,-0.1154284446999915,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.615975859488757,1.0089381732096347,2.013313095462954,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
0,1.045222160345181,-1.3402323511079532,-0.33800647125146893,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
0,1.5752077381213587,1.010600714274262,1.981415392153397,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
0,-0.748575179820344,0.3771725686514723,-0.5404223257248442,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,-1.033952029392132,-1.4798858005365998,-0.9488055770179562,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,-1.0747201507595303,0.814420868648306,-0.7909053278548765,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
1,0.7598453107733929,-1.3219443993970592,-0.4495822550272243,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,-0.9931839080247338,0.16436731237924943,-0.7583458464683571,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.6262708157181491,0.1743425587670098,-0.50084799672253,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.0747201507595303,-1.4981737522474938,-0.956526321249177,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.033952029392132,0.8310462792945734,-0.7371910072748123,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1,1.4121352526517656,1.4062854876554265,2.1453819403552927,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
1,0.8821496748755878,-0.3094568910393724,0.30319030751679604,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
1,-0.5039664516159542,-0.35767058191354806,-0.5399370218017389,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,-0.9931839080247338,-0.49566149027756773,-0.8445093520887804,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.033952029392132,-0.18809139332162023,-0.8428769661656079,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
